#
1טער קאפיטעל	CHAPTER I .
אין אמת'ן האט עס איהם גאר ניט געהארט .	`` cried Mab .
ער האט זיך ניט געשראקען פארדעם וואס שפעטער וועט זיין , ער איז נאר זיכער געווען אז ער בעהערשטאיהר . זי איז זיין שקלאף און ער קאן טהאן מיט איהר וואס ער וויל .	`` I feel as if ancient Nineveh were come again .
ערהאט זיך געטראכט אז נאר איין יאהר זאל אדורך געהן וועט זי זעהן אזזי איז שוואךאון הילפלאז אנטקעגען איהם און זי וועט אין גאנצען בויגען איהר שטאלץ .	``
#
ער איז אלץ געשטאנען לעבען פענסטער , נישט ריהרענדיג זיך פון ארט ,גווענדאלין איז געזעסען אויפ'ן שטוהל און געזעהן אז זי האט נישט קייןאויסוועג , א בייזער טייוועל האט זי אין זיינע הענד אריינגענומען אוןפייניגט זי און מאטערט זי שרעקליך און ער וועט זי שטענדיג אזויפייניגען .	`` I should like to know what is the good of having gone to the university and knowing everything , if you are so childish , Hans , '' said Amy . `` You ought to put up with a man that Providence sends you to be kind to .
	_We_ shall have to put up with him .
	``
#
	`` I hope you will all of you like the new Lamentations of Jeremiah -- 'to be continued in our next ' -- that 's all , '' said Hans , seizing his wide-awake .
— וואס האסטו בעשלאסען  ?	`` It 's no use being one thing more than another if one has to endure the company of those men with a fixed idea , staring blankly at you , and requiring all your remarks to be small foot-notes to their text . If you 're to be under a petrifying wall , you 'd better be an old boot .
האט ער זי א פרעג געטאן — וואס זאל איךהייסען טאן  ?	I do n't feel myself an old boot . `` Then abruptly , `` Good night , little mother , '' bending to kiss her brow in a hasty , desperate manner , and condescendingly , on his way to the door , `` Good-night , girls .
	``
#
א , לאמיר זיך געהן שיפען — האט זי געזאגט . זי האט .	`` Suppose Mirah knew how you are behaving , '' said Kate .
געקוקט - אויף דיווענד פון איהר צימער ווי אויף ווענד פון א תפיסה און אז זי וועט ניטפריי ווערען פון דער תפיסה אזוי לאנג ווי דער שרעקליכער מענש וועטלעבען , ער וועט זי בעהערשען און נעוועלמינען אויף איהר .	But her answer was a slam of the door . `` I _should_ like to see Mirah when Mr. Deronda tells her , '' she went on to her mother .
ווי מיט גליהענדענאדלען האבען זיינע רייד זי געברענט און געשטאכען , זי האט זיך אבערניט געקענט העלפען .	`` I know she will look so beautiful . ``
#
ער האט בעשטעלט א שיפעל .	
זי איז נאך פארמיטאג אוועקגעגאנגען מיטאיהם צום ברעג זעהן דאס שיפעל . ער האט זיך בערוהינט און איז צופרידעןגעווען צו זעהן ווי פיעל מאטראזען שטעהן און בעקוקען מיט פערוואונדערונגאויף דער ווייסער יאכט שיף וואס דער ענגלישער לארד גראנדקארט האט .	But Deronda , on second thoughts , had written a letter , which Mrs. Meyrick received the next morning , begging her to make the revelation instead of waiting for him , not giving the real reason -- that he shrank from going again through a narrative in which he seemed to be making himself important and giving himself a character of general beneficence -- but saying that he wished to remain with Mordecai while Mrs. Meyrick would bring Mirah on what was to be understood as a visit , so that there might be a little interval before that change of abode which he expected that Mirah herself would propose .
#
דאס האט מען טאקע צוגעפיהרט זיין שיף , מען זאל זי קענען פערריכטען .	Deronda secretly felt some wondering anxiety how far Mordecai , after years of solitary preoccupation with ideas likely to have become the more exclusive from continual diminution of bodily strength , would allow him to feel a tender interest in his sister over and above the rendering of pious duties .
עראיז זיכער געווען אז ער וועט גוט פיהרען זיין שיפעל וואס ער האטגעדונגען , ער איז דאך אן ענגלענדער , ענגלענדער קענען גוט פאהרען אויפ'ןים .	His feeling for the Cohens , and especially for little Jacob , showed a persistent activity of affection ; but these objects had entered into his daily life for years ; and Deronda felt it noticeable that Mordecai asked no new questions about Mirah , maintaining , indeed , an unusual silence on all subjects , and appearing simply to submit to the changes that were coming over his personal life . He donned the new clothes obediently , but said afterward to Deronda , with a faint smile , `` I must keep my old garments by me for a remembrance .
	`` And when they were seated , awaiting Mirah , he uttered no word , keeping his eyelids closed , but yet showing restless feeling in his face and hands .
גווענדאלין האט געזעהן ווי ער איז צופרידען וואס ער וועט קענעןבעווייזען זיינע קונצען אלט שיפער און נאך דערצו וואס זי מוז מיטגעהןמיט איהם .	In fact , Mordecai was undergoing that peculiar nervous perturbation only known to those whose minds , long and habitually moving with strong impetus in one current , are suddenly compelled into a new or reopened channel . Susceptible people , whose strength has been long absorbed by dormant bias , dread an interview that imperiously revives the past , as they would dread a threatening illness .
	Joy may be there , but joy , too , is terrible .
#
פינף אזיינער נאכמיטאג , זיינען זיי ווידער צוגעקומען צום ברעג גרייטאריינצוזעצען זיך אין שיפעל .	Deronda felt the infection of excitement , and when he heard the ring at the door , he went out , not knowing exactly why , that he might see and greet Mirah beforehand .
אלע וואס זיינען געשטאנען ארום האבעןזיי בעוואונדערט .	He was startled to find that she had on the hat and cloak in which he had first seen her -- the memorable cloak that had once been wetted for a winding-sheet .
זיי האבען אזוי שעהן אויסגעזעהן , ווייס ווי מילך ,שטאלץ און זיכער .	She had come down-stairs equipped in this way ; and when Mrs. Meyrick said , in a tone of question , `` You like to go in that dress , dear ?
ער איז געגאנגען אנגעטהאן איז א געפאסטען ראקאון זיינע פעסטע מוסקולעז האבען זיך אזוי שטארק ארויסגעזעהן אזגווענדאלין האט אויסגעזעהן ווי א וואונדער שעהנע סטאטוע .	`` she answered , `` My brother is poor , and I want to look as much like him as I can , else he may feel distant from me '' -- imagining that she should meet him in the workman 's dress .
עטליכע צושויער האבען געפרואווט זיי געבען עצות , טאמער וועט זיך בייטעןדאס וועטער , עס וועט ווערען א שטורם ווינט , אן זיי דארפען זייןפארזיכטיג , ער האט זיי אבער אזוי געענטפערט אז זיי האבעןפערשטאנען , אז זייערע עצות זיינען נאריש , זיי דארפען זיך ניט מישעןאין יענעס'ס געשעפטען , ער ווייס אלץ בעסער ווי זיי .	Deronda could not make any remark , but felt secretly rather ashamed of his own fastidious arrangements . They shook hands silently , for Mirah looked pale and awed .
#
גווענדאלין האט זיך געהאלטען לעבען איהם ווי פריהער .	When Deronda opened the door for her , Mordecai had risen , and had his eyes turned toward it with an eager gaze .
איהר פנים איזגעווען קאלט און רוהיג .	Mirah took only two or three steps , and then stood still .
א געדאנק אט זיך ווידער אריינגעכאפט צואיהר , דער געדאנק וואס האט זי נישט אפגעלאזען פאר דער לעצטער צייט ,זי האט ניט מורא געהאט טאמער וועט געשעהן אן אונגליק , זי האט זיךנאר געשראקען פאר איהר געדאנק .	They looked at each other , motionless . It was less their own presence that they felt than another 's ; they were meeting first in memories , compared with which touch was no union .
איהר האס צו גראנדקאטען איז געוועןאין איהר אזוי גרויס ביז משוגעת און דאס משוגעת האט זי ניט געלאזטרוהען אויף א מינוט .	Mirah was the first to break the silence , standing where she was .
#
זיי זיינען אריין אין שיפעל . זי האט זיך אוועקגעזעצט ביים „ מילער“ , אוןהאט געהערט זיינע בעפעהלען ווי מען דארף פערקירעווען דאס שיפעל , זי איזשטארק אונגעדולדיג געווארען און עס האט זיך איהר אויסגעוויזען ווי זיוואלט געגאנגען אויפ'ן שלאכט פעלד פון וואנען זי וויל זיך אזויראטעווען .	`` Ezra , '' she said , in exactly the same tone as when she was telling of her mother 's call to him .
.	
.	
זי האט זיך דערמאנט אן דעראנדא'ן און ער איז געווארעןאיהר האפנונג און טרייסט , זי איז זיכער געווען אז אזוי לאנג ווי זיאיז דא וועט דעראנדא ניט אוועקפאהרען , ווייל ער ווייס אז זי דארףאיהם האבען , אז זי ווארט אויף זיין הילף .	
#
די האפנונג האט זי געשטארקט און זי האט געוואלט פערטרייבען איהרעבייזע געדאנקען , זי האט זיך אבער ניט געקענט העלפען , ווי בייזעטייוואלים האבען די געדאנקען זי געפייניגט און זי האט זיך אזויגעשראקען אז נאך היינט וועט זי אויספיהרען איהר שרעקליכען פלאן .	Mordecai with a sudden movement advanced and laid his hand on her shoulders . He was the head taller , and looked down at her tenderly while he said , `` That was our mother 's voice .
	You remember her calling me ?
	``
#
א שטיל , רוהינ ווינטעל האט געטראגען דאס שיפעל , קליינע וואלקענסהאבען זיך בעוויזען און אנגעהויבען פארדעקען די זון . די זוןהאט .	`` Yes , and how you answered her -- 'Mother !
אנגעהויבען אונטערגעהן און א ליעבע און אנגענעהמע ליכטיגקייט האטזיך געגאסען איבער'ן וואסער .	' -- and I knew you loved her .
דער ים איז געווען בעדעקט מיט שיפען , דיזעגעל בויטער האבען זיך ארויסגעשפארט ביז'ן הימעל , קלענערע אוןגרעסערע , זיי זיינען אלץ ווייטער אוןווייטער אריין אין מיטען ים . די שטאדט איז געווארען קלענער , קוים וואסזי האט זיך געזעהן , שפעטער האבען זיי נאר די הויכע בערג געזעהן .	`` Mirah threw her arms round her brother 's neck , clasped her little hands behind it , and drew down his face , kissing it with childlike lavishness , Her hat fell backward on the ground and disclosed all her curls .
עסאיז געווען רוהיג און שטיל ארום און ארום , ווי אויף אן איינזאמעןאינזעל .	
גווענדאלין האט נאכגעלאזען איהרע הענד און א זיפץ געטהאןאון שטיל געבעטען .	
#
— גאט העלף מיר  ! .	`` Ah , the dear head , the dear head ?
. .	`` said Mordecai , in a low loving tone , laying his thin hand gently on the curls .
#
— וואס איז  ? — האט גראנדקארט זי געפרעגט ניט פער שטעהענדיג וואס זיהאט געזאגט .	`` You are very ill , Ezra , '' said Mirah , sadly looking at him with more observation .
#
— א , גארנישט — האט זי געענטפערט און זיך אויפגעכאפט פון איהרפערגעסענהייט , אין וועלכען זי איז ערשט געווען אריינגעפאלען און ווידערגענומען ארבייטען בייס מילער .	`` Yes , dear child , I shall not be long with you in the body , '' was the quiet answer .
#
— איז דאס ניט קיין פערגניגען — האט זי געענטפערט .	`` Oh , I will love you and we will talk to each other , '' said Mirah , with a sweet outpouring of her words , as spontaneous as bird-notes . `` I will tell you everything , and you will teach me : -- you will teach me to be a good Jewess -- what she would have liked me to be .
	I shall always be with you when I am not working .
	For I work now .
	I shall get money to keep us .
	Oh , I have had such good friends .
	``
#
— גיסט שוין צו אז קיין בעסערס האבען מיר ניט געקענט טהאן היינט  ?	Mirah until now had quite forgotten that any one was by , but here she turned with the prettiest attitude , keeping one hand on her brother 's arm while she looked at Mrs. Meyrick and Deronda .
—האט ער זי ווייטער געפרעגט .	The little mother 's happy emotion in witnessing this meeting of brother and sister had already won her to Mordecai , who seemed to her really to have more dignity and refinement than she had felt obliged to believe in from Deronda 's account .
#
	`` See this dear lady !
	`` said Mirah .
— ניין , עפעס בעסערס האבען מיר טאקע ניט געקענט טאן — האט זי געזאגטווי משוגע — איך דענק אז מיר דארפען זיך שטענדיג שיפען , אייביג ווי דיטייוואלים ארומפליהען אויפ'ן ים . .	`` I was a stranger , a poor wanderer , and she believed in me , and has treated me as a daughter . Please give my brother your hand , '' she added , beseechingly , taking Mrs. Meyrick 's hand and putting it in Mordecai 's , then pressing them both with her own and lifting them to her lips .
.	
#
גראנדקארט האט זי דורכגענומען מיט זיינע שמאלע בליקען און געזאגט :	`` The Eternal Goodness has been with you , '' said Mordecai . `` You have helped to fulfill our mother 's prayer .
	``
#
אויב דו ווילסט , קענען מיר מארגען פאהרען נאך ספעציא , מען וועט אונזקענען צושיקען די שיף אהין .	`` I think we will go now , shall we ? -- and return later , '' said Deronda , laying a gentle pressure on Mrs. Meyrick 's arm , and she immediately complied . He was afraid of any reference to the facts about himself which he had kept back from Mordecai , and he felt no uneasiness now in the thought of the brother and sister being alone together .
#
— ניין , איך וויל נישט , איך דארף ניט בעסער ווי דאס שיפעל — האט זיגעזאגט .	CHAPTER XLVIII .
#
נ זעהר גוט , מארגען וועלען מיר זיך ווידער שיפען — האט ער געזאגט — מירמוזען זיך אבער איצט אומקעהרען , לאמיך אויסדרעהען דאס שיפעל .	
.	
.	
ווען דעראנדא האט געטראפען גווענדאליכען און גראנדקארטען אויף דישט ,'גען , איז ער שטארק צוטומעלט געוואר - ען , ער האט דעמאלט בעקומען אצעטעלע פון זיין מוטער ער זאל זי קומען זעהן דאס צווייטע מאל .	
צוויי שעה שפעטער , נאך דעם ווי ער האט זיך צושיידט מיט איהר און ערהאט געוואוסט , אז זי איז שוין אוועק פון האטעל און געפאהרען אהייםה . אט ער געזעהן אז ער האט דא שוין גארניט וואס צו טאן , נאר ערדארף גלייך פאהרען נאך מאינץ , איבערצוגעבען דעם גריעף פון אסךקלינימוס און אנצונעמען דאס קעסטעל מיט די פאפירען וואס זיין זיידעהאט פאר איהם איבערגעלאזען .	'T is hard and ill-paid task to order all things beforehand by the rule of our own security , as is well hinted by Machiavelli concerning Caesar Borgia , who , saith he , had thought of all that might occur on his father 's death , and had provided against every evil chance save only one : it had never come into his mind that when his father died , his own death would quickly follow .
#
ער האט אבער ניט געקענט זיך גלייך אויפהויבען און פאהרען .	Grandcourt 's importance as a subject of this realm was of the grandly passive kind which consists in the inheritance of land .
נייעגעדאנקען האבען זיין הארץ פערנומען און ניט געלאזט אוועקפאהרען , ערהאט זיך געפיהלט ווי מען וואלט איהם געבונדען רי הענד מיט די פיס .	Political and social movements touched him only through the wire of his rental , and his most careful biographer need not have read up on Schleswig-Holstein , the policy of Bismarck , trade-unions , household suffrage , or even the last commercial panic .
ווידער אמאל זיינען רי בילדער פון זיין לעבען פערביי געגאנגען זיינעאויגען , דאס הארץ איז איהם אויסגעגאנגען פאר וועהטאג און צער ,זעהענדיג ווי זיין האפנונג אויף זיין מאמע איז אזוי צושווימעןגעווארען , ער האט ניט קיין מאמע , אזעלכע ווי ער האט זיך פוןקינדווייס אויף פארגעשטעלט , אזא סאמע האט ער ניט און וועט ניטהאבען . .	He glanced over the best newspaper columns on these topics , and his views on them can hardly be said to have wanted breadth , since he embraced all Germans , all commercial men , and all voters liable to use the wrong kind of soap , under the general epithet of `` brutes ; '' but he took no action on these much-agitated questions beyond looking from under his eyelids at any man who mentioned them , and retaining a silence which served to shake the opinions of timid thinkers .
.	
#
ער איז געזעסען אליין ביי זיך אין האטעל צימער און האט זיך דערמאנטאלץ וואס ער האט איבערגעלעבט , האט ער בעקומען רחמנות אויף זיך אליין ,פארוואס איז ער אזוי אונגליקליך  ? פארוואס איז ער אנדערש ווי דיגאנצע וועלט  ?	But Grandcourt , within his own sphere of interest , showed some of the qualities which have entered into triumphal diplomacy of the wildest continental sort .
פארוואס האט ער קיין מאמע ניט , ווי אלע מענשען האבען ?	
ער האט זיך ניט געקענט איינהאלטען און זיך שטארק צואוויינט .	
.	
.	
#
	No movement of Gwendolen in relation to Deronda escaped him .
ער האט געוויינט און געטראכט וויפיעל נייעס ער האט זיך דערוואוסט .	He would have denied that he was jealous ; because jealousy would have implied some doubt of his own power to hinder what he had determined against . That his wife should have more inclination to another man 's society than to his own would not pain him : what he required was that she should be as fully aware as she would have been of a locked hand-cuff , that her inclination was helpless to decide anything in contradiction with his resolve .
	However much of vacillating whim there might have been in his entrance on matrimony , there was no vacillating in his interpretation of the bond .
	He had not repented of his marriage ; it had really brought more of aim into his life , new objects to exert his will upon ; and he had not repented of his choice .
וויפיעל ענדערונגען אין זיין יונגען לעבען איז שוין פארגעקומען .	His taste was fastidious , and Gwendolen satisfied it : he would not have liked a wife who had not received some elevation of rank from him ; nor one who did not command admiration by her mien and beauty ; nor one whose nails were not of the right shape ; nor one the lobe of whose ear was at all too large and red ; nor one who , even if her nails and ears were right , was at the same time a ninny , unable to make spirited answers .
ער האטזיך דערמאנט אן זיין פאלק פון וועלכען ער איז ארויסגעקומען און פוןוועלכען ער האט ביז היינט ניט געוואוסט .	These requirements may not seem too exacting to refined contemporaries whose own ability to fall in love has been held in suspense for lack of indispensable details ; but fewer perhaps may follow him in his contentment that his wife should be in a temper which would dispose her to fly out if she dared , and that she should have been urged into marrying him by other feelings than passionate attachment . Still , for those who prefer command to love , one does not see why the habit of mind should change precisely at the point of matrimony .
#
עס ה . אט זיך איהם געדאכט אז ער איז ווי א מענש , וואס געהט אין וועג ,עס איז פינסטער , ער בלאנדזשעט און געהט איבער רי פרעמדע מענשען , ווייטע ,פרעמדע , אזוי געהט ער מיט זיי די גאנצע  .	Grandcourt did not feel that he had chosen the wrong wife ; and having taken on himself the part of husband , he was not going in any way to be fooled , or allow himself to be seen in a light that could be regarded as pitiable .
פינסטערע נאכט און אין דערפריה , ווען עס ווערט ליכטיג , דערזעהט ער זיין טעות , ער איז גאר געגאנגעןמיט פרעמדע מענשען און זיינע אייגענע זיינען אזוי ווייט פון איהםאוועק . .	This was his state of mind -- not jealousy ; still , his behavior in some respects was as like jealousy as yellow is to yellow , which color we know may be the effect of very different causes .
.	
#
ער האט זיך דערמאנט אן זיין זיידען , די מוטער'ס פאטער , געטראכט פוןאיהם און געקלערט וואס סארא מענש ער איז געווען אוןער האט איינגעזעהן , אז ער איז געווען א וואונדערבארער מענש , א פעסטעראון א שטאלצער .	He had come up to town earlier than usual because he wished to be on the spot for legal consultation as to the arrangements of his will , the transference of mortgages , and that transaction with his uncle about the succession to Diplow , which the bait of ready money , adroitly dangled without importunity , had finally won him to agree upon . But another acceptable accompaniment of his being in town was the presentation of himself with the beautiful bride whom he had chosen to marry in spite of what other people might have expected of him .
ער האט איינגעזעהן אז ער איז מארק עהנליך צו זייןזיידען , ער האט זיך דערמאנט אן מרדכי'ן און מירא'ן און זיי האבען זיךאיהם פארגעשטעלט ווי גוטע מלאכים פון הימעל , וואס געהען צו צו איהם ,נעמען איהם ארום מיט רחמנות און ליעבע , דריקען איהר צו זייער הארץ , עסזאל איהם זיין גוט און ער זאל זיך בערוהינען פון זיינע גרויסע ליידעןוואס ער האט איבערגעלעבט .	It is true that Grandcourt went about with the sense that he did not care a languid curse for any one 's admiration : but this state of not-caring , just as much as desire , required its related object -- namely , a world of admiring or envying spectators : for if you are fond of looking stonily at smiling persons -- the persons must be and they must smile -- a rudimentary truth which is surely forgotten by those who complain of mankind as generally contemptible , since any other aspect of the race must disappoint the voracity of their contempt . Grandcourt , in town for the first time with his wife , had his non-caring abstinence from curses enlarged and diversified by splendid receptions , by conspicuous rides and drives , by presentations of himself with her on all distinguished occasions .
	He wished her to be sought after ; he liked that `` fellows '' should be eager to talk with her and escort her within his observation ; there was even a kind of lofty coquetry on her part that he would not have objected to .
	But what he did not like were her ways in relation to Deronda .
#
דעראנדא האט זיך טאקע שטענדיג געקענט בעהערשען , זיין  ,הארץ האטאבער אזוי געצאפעלט זיך אין איהם פון דעם אלעם וואס ער האט ערשטאיבערגעלעבט .	After the musical party at Lady Mallinger 's , when Grandcourt had observed the dialogue on the settee as keenly as Hans had done , it was characteristic of him that he named Deronda for invitation along with the Mallingers , tenaciously avoiding the possible suggestion to anybody concerned that Deronda 's presence or absence could be of the least importance to him ; and he made no direct observation to Gwendolen on her behavior that evening , lest the expression of his disgust should be a little too strong to satisfy his own pride .
	But a few days afterward he remarked , without being careful of the _à propos_ --
#
אז ער האט דערהערט א קלונג וואס דאס איז געווען א צייכען פאר איהם ,ער זאל זיך גרייטען צי דער באהן וואס ער האט געוואלט נעהמען נאךמאינץ , ה .	
אט ער שוין געוואלט נעהמען פאקען און טאקי אין א שעה ארוםאוועקפאהרען , ער האט דאס אבער ניט געקענט טאן , די הענד האבען זיךאיהם ניט געקענט ריהרען צום פאקען . דער קאפ איז געווען איהם פול מיטגעדאנקען , אט איז ער אין מאינץ און קריגט דאס קעסטעל מיט דיפאפירען , נאך וועלכע ער בענקט אזוי און וויל אזוי וויסען וואסדארט איז געשריבען .	`` Nothing makes a woman more of a gawky than looking out after people and showing tempers in public .
זיין גאנץ לעבען איז דארט פערבארגען , האט ערגעפיהלט , אין די פאפירען , און אט האט איהם דער געדאנק געטראגען נאךלאנדאן וואו די מענשען וואס זיינען איהם אזוי טייער געפינען זיך . אויסער דעם האט ער געפיהלט אז ער טאר נאך ניט אוועקפאהרען פוןגענוא .	A woman ought to have good manners .
.	
פארוואס ער טאר ניט , האט ער ניט געוואוסט , ער ה . אט נארגעפיהלט , אז עפעס בינדט איהם און האלט איהם צו , ער זאל ניטאוועקפאהרען , ער האט אייגענטליך ניט געזאגט אז ער וועט בלייבען איבערנאכט ווייל עס איז פרייטאג , און געהן אין שוהל אריין דאוועגען וואוזיינע עלטערען זיינען געגאנגען .	Else it 's intolerable to appear with her .
.	
.	
ער האט אויך ניט געטראכט אז ער וועטאפשר נאך אמאל זעהן די גראנדקארט'ס .	
.	
דאס האט ער ביי זיך ניטבעשלאסען אפען , נאר ווי אין חלום זייגען דאס געווען די אורזאכעןצוליעב  . יואס יער האט ניט געקענט באלד אוועקפאהרען .	``
#
	Gwendolen made the expected application , and was not without alarm at the notion of being a gawky .
	For she , too , with her melancholy distaste for things , preferred that her distaste should include admirers .
	But the sense of overhanging rebuke only intensified the strain of expectation toward any meeting with Deronda .
ער איז געבליבען זיצען אויף זיין ארט , ניט גענומען פאקען און אויך ניטגעהייסען זיך דערלאנגען קיין רעכענונג וואס ער איז שולדיג אין האטעל , נאר די געדאנקען האבען איהם געטראגען אין שוהל ארייןאון ער האט זיך פארגעשטעלט אז די אירען אין גענוא וויינען די זעלבעאידען וואס האבען געלעבט אין זיין זיידענ'ס צייטען , ער האט געהערט וויאין חלום , ווי זיין דאוונען , זיי דאוונען אויף העברעאיש , זיי האבען זיךניט געביטען די אירען אויף קיין האר ניט , ניט קוקענדיג וואס מען האטזיי געטריבען פון איין לאנד אין אנדערען , די אירען זיינען ווי אקארענדיל וואס עס איז ניט קיין אונטערשיער וואו מען פערזייהט דאס ,אומעטום בלייבט דאס דאס זעלבע .	The novelty and excitement of her town life was like the hurry and constant change of foreign travel ; whatever might be the inward despondency , there was a programme to be fulfilled , not without gratification to many-sided self . But , as always happens with a deep interest , the comparatively rare occasions on which she could exchange any words with Deronda had a diffusive effect in her consciousness , magnifying their communication with each other , and therefore enlarging the place she imagined it to have in his mind .
	How could Deronda help this ?
	He certainly did not avoid her ; rather he wished to convince her by every delicate indirect means that her confidence in him had not been indiscreet since it had not lowered his respect .
	Moreover he liked being near her -- how could it be otherwise ?
	She was something more than a problem : she was a lovely woman , for the turn of whose mind and fate he had a care which , however futile it might be , kept soliciting him as a responsibility , perhaps all the more that , when he dared to think of his own future , he saw it lying far away from this splendid sad-hearted creature , who , because he had once been impelled to arrest her attention momentarily , as he might have seized her arm with warning to hinder her from stepping where there was danger , had turned to him with a beseeching persistent need .
#
פלוצלונג האט ער זיך דערמאנט אן גווענדאלינען און פערשטאיגען אזאיהר איז זעהר שלעכט און ער וועט ניט זיין גערעכט אויב ער וועטאוועקפאהרען ניט האבענדיג זי פריהער געזעהן און אויסגע .	One instance in which Grandcourt stimulated a feeling in Gwendolen that he would have liked to suppress without seeming to care about it , had relation to Mirah .
רעדט מיט איהרא פאר ווערטער , עטליכע טרייסט ווערטער וואס זאלען זי בערוהינען מוזער איהר זאגען , ער וועט זיך ניט רעכענען צו גראנדקארט וועט איה . ם גוטאויפנעהמען אדער ניט , ער וויל ניט קיין כבור פון איהם , ער וויל נארפערלייכטערען גווענדאלין'ס בימערע ליידען .	Gwendolen 's inclination lingered over the project of the singing lessons as a sort of obedience to Deronda 's advice , but day followed day with that want of perceived leisure which belongs to lives where there is no work to mark off intervals ; and the continual liability to Grandcourt 's presence and surveillance seemed to flatten every effort to the level of the boredom which his manner expressed ; his negative mind was as diffusive as fog , clinging to all objects , and spoiling all contact .
#
און אז ער האט בעשלאסען ניט צו פאהרען , האט ער זיך אוועקגעזעצט עסען . ער האט אבער קיין טעם ניט געפיהלט אין עסען און ניט געוואוסט וואס ערנעהמט אין מויל אריין , האט ער טאקי געלאזט דאס עסען אין מיטען שטעהןאון ארויס אין דרויסען , ער האט געוואלט גלייך געהן אין שוהל אריין צוםדאוונען .	But one morning when they were breakfasting , Gwendolen , in a recurrent fit of determination to exercise the old spirit , said , dallying prettily over her prawns without eating them --
#
אין קארידאר האט ער געפרעגט ביי א ריענער צו לארד גראנר - קארט איזנאך דא אין האטעל און אין וואסערען נומער זיי וואויגען , דער דיענערהאט איהם געזאגט אז זיי זיינען נאך דא , דעם נומער וואס זיי האלטעןאון אז זיי זיינען אוועק אויף א שיפעל אין ים .	`` I think of making myself accomplished while we are in town , and having singing lessons . ``
#
דעראנדא איז אוועק אין שוהל און ער האט אזוי שטארק געוואלט זעהןדאס בילד וואס האט איהם שטענדיג צוגעצויגען , אין שוהל האט ער דערזעהןא סך אידען זאגען די תפלות גיך און שנעל פון געוואוינהייט , און עס האטאיהם וועה געטהאן וואס זיי זאגען דאס ניט מיט דעם גאנצען הארצען .	`` Why ?
ערשט איצט האט ער פערשטאנען וואס פאר א גרויסער מענש זיין זיידע איזגעווען . טאקיאזוי ווי זיין מוטער האט איהם דערצעהלט , און ווער ווייס אויב זיין זיידעאיז ניט געווען איין איינציגער אויסנאהם צווישען זיינע איבריגע ברידעראידען , פונקט ווי מרדכי וואס איז אויך אן אויסנאהם פון אלע אירען  ?	`` said Grandcourt , languidly .
#
	`` Why ?
אבער אלע גרויסע מענשען זיינען דאך געווען אויסנאהמען  ! אלע גרויסעלעהרער , פיהרער , אלע נביאים זיינען געווען אויסנאהמען , דאס פאלק איזפראסט , ווייסען גאר ניט , נאר די גרויסע מענשען מוזען זיי ערשט קומעןאון לערנען , און ניט אזוי לייכט וויל דאס פאלק לערנען , עס קומט אןזעהר שווער זייערע לעהרער ביז זיי ווילען צו הערען .	`` echoed Gwendolen , playing at sauciness ; `` because I ca n't eat _pâté de foie gras_ to make me sleepy , and I ca n't smoke , and I ca n't go to the club to make me like to come away again -- I want a variety of _ennui_ . What would be the most convenient time , when you are busy with your lawyers and people , for me to have lessons from that little Jewess , whose singing is getting all the rage .
	``
#
דעראנדא איז געשטאנען אין שוהל און ניט געקענט פרעטראגען ווי גיך דיאידען דאוונען , עפעס ווי זיי וואלטען וואס שנעלער געוואלטאיבערגעקומען , ער האט זיך דערמאנט אן גווענדאלינען און געקראגעןרחמנות אויף איהר און בעשלאסען צוצוגעהן צום ברעג און זעהן זי דארט צוגעפינען .	`` Whenever you like , '' said Grandcourt , pushing away his plate , and leaning back in his chair while he looked at her with his most lizard-like expression and , played with the ears of the tiny spaniel on his lap ( Gwendolen had taken a dislike to the dogs because they fawned on him ) .
#
	Then he said , languidly , `` I do n't see why a lady should sing .
	Amateurs make fools of themselves .
,דעראנדא האט שטענדיג ליעב געהאט דעם ים און דעם ברעג , איז ער גלייךארויס פון שוהל א קוק געטאן אויפ'ן זייגער און געזעהן אז ער וועט נאךדארפען ווארטען פאר זיי בייס ברעג , ביז זיי וועלען צוריקקומען פוןזייער רייזע און דעמאלט וועט ער צוגעהן צו זיי שמועסען מיט זיי אוןמיטגעהן , ניט קוקענדיג וואס גראנדקארטען וועט דאס פערדריסען .	A lady ca n't risk herself in that way in company . And one does n't want to hear squalling in private .
	``
#
די זון איז שוין געווען אינגאנצען אונטערגעגאנגען , א קליין ביסעלליכטיגקייט האט זיך נאך צושפרייט איבער'ן וואסער .	`` I like frankness : that seems to me a husband 's great charm , '' said Gwendolen , with her little upward movement of her chin , as she turned her eyes away from his , and lifting a prawn before her , looked at the boiled ingenuousness of its eyes as preferable to the lizard 's . `` But ; '' she added , having devoured her mortification , `` I suppose you do n't object to Miss Lapidoth 's singing at our party on the fourth ?
	I thought of engaging her .
א לייכטער ווינטעלהאט געבלאזען און דעראנדא האט געלאסען צוגעשפאצירט צום ברעג .	Lady Brackenshaw had her , you know : and the Raymonds , who are very particular about their music . And Mr. Deronda , who is a musician himself and a first-rate judge , says there is no singing in such good taste as hers for a drawing-room .
	I think his opinion is an authority .
	``
#
ער האט געטראפען דעם ברעג שווארץ פון מענשען , אלע זיינעז געשטאנעןאון האבען געקוקט אויף א קליין שיפעל וואס האט זיך גיך געטראגען צוםברעג און צוויי מאטראזען זיינען געזעסען אינווייניג און געיאגט מיטאלע קרעפטען וואס גיכער צו דעם ברעג צו צוקומען .	She meant to sling a small stone at her husband in that way .
#
